original_title,overview,popularity,release_year,emotions,genre_name,overview_length,word_count,excalamation_count
The Symphony of Silence,"17 year-old writer Zach struggles to survive in the 'dog eat dog' world of high school where he is tormented by bullies. There is no chance of finding comfort at home as one of the bullies happens to be his 18 year-old brother, Sean. In order to escape his bullies at school, he resorts to hiding in the restroom during his lunch breaks.",0.6,2012,uplifting,Drama,0.0,63.0,0.0
Change,"An African-American teenager grapples with his sexual identity on the night Barack Obama is elected President and Proposition 8 — the California voter initiative to eliminate same-sex marriage — is passed. When one of Jamie's friend group initiates the bullying of an openly gay classmate, Jamie uses his wits to try and prevent it, but when things don't go the way he predicted, he is forced to face his fears head on.  Winner of the Audience Award for Best Short Film at Frameline35: The San Francisco International LGBT Film Festival, Change is a poetic and moving film which deftly examines one young man's internal identity struggles within the context of the modern movement for LGBT rights, and a high school experience fraught with peer pressure.",0.6,2011,uplifting,Drama,0.0,125.0,0.0
Été 85,"What do you dream of when you're 16-years-old and in a seaside resort in Normandy in the 1980s? A best friend? A lifelong teen pact? Scooting off on adventures on a boat or a motorbike? Living life at breakneck speed? No. You dream of death. Because you can't get a bigger kick than dying. And that's why you save it till the very end. The summer holidays are just beginning, and this story recounts how Alexis grew into himself.",10.941,2020,dark,"Romance,Drama",5.0,79.0,0.0
El baile de los 41,"Mexico City, November 1901. The police raid a private home where a secret party is being held. Among those attending is the son-in-law of President Porfirio Díaz.",11.306,2020,intense,"Drama,History",0.0,27.0,0.0
Testosterone: Volume Four,"Volume Four of this sexy collection of the hottest gay short films around. This collection takes us from a blossoming love in a one-bedroom apartment in Tel Aviv, to the paranoid jealousy that comes with your first relationship, to a visually poetic work of ethereal movement and dance. A comedy about the fantasies of a hunky repairman and a thriller about a one-night stand where nothing is as it seems.  The 5 shorts include: Faces (2019); Fish Tank (2018); Rubber Dolphin [דולפין מגומי] (2018); The Handyman (2019); Writhing (2018).",1.749,2019,uplifting,"Comedy,Drama,Fantasy,Romance,Thriller",0.0,89.0,0.0
The Homosexuals,"On March 7, 1967, 40 million Americans tuned in to watch CBS Reports: The Homosexuals, network television’s first documentary on homosexuality. Near the top of the program, host and interviewer Mike Wallace calls homosexuals “the most despised minority in the United States.” The hour that follows is filled with salacious location footage, sermonizing therapists, and shadowed interviews with distraught homosexuals.",0.6,1967,dark,Documentary,0.0,60.0,0.0
Mondo Cane 2000 - L'incredibile,"Taking more inspiration from The Faces of Death than from the ""real"" movie world, this documentary shows brutal violence, sex, nudes, some curiosities from various countries.  Specifically: we observe porn-taxis, gay-pride, erotic patisserie, child prostitution, children forced to crush coca leaves (this causes them horrible wounds on the skin), human skin trade, sick children (very strong scene). According to the tradition of the movie world, even animals are not spared, even if the cruelties against them are limited to two scenes: the extraction of the heart of a monkey while it is still alive, and the operation on the testicles of a other monkey for testosterone.",0.6,1988,dark,Documentary,0.0,106.0,0.0
L'homme jetée,"Theo is a young docker languishing in his native port. His life flows at the monotonous rhythm of cargo ships passing by. Through his encounter with Giuseppe, a disillusioned sailor ashore for a while, Theo will gather the courage to face the waves to escape his dull existence by trying to get into Giuseppe's gruff crew.",1.139,2019,uplifting,Drama,0.0,56.0,0.0
Queerability,This documentary explores the intersectional identities and experiences of Lao individuals who identify as LGBTQI and live with disabilities.,0.6,2019,calm,Documentary,0.0,19.0,0.0
Lives Under The Red Light,"A documentary film focusing on the lives of a ladyboy who work as sex workers in Phnom Penh. Most of them were kicked out from their families and came to live in Phnom Penh and ended up working in the sex industry. This film sensitively deals with the daily discrimination they face. Sex work places them at risk to gang rape, sex violence, drugs and arrests by police. This documentary offers a window onto the lives of these sex workers in modern day Cambodian society.",0.6,2013,intense,Documentary,0.0,85.0,0.0
Gleisdreieck,"GLEISDREIECK is a story about love, its different forms and the lies that are told in its name. In an austere audiovisual style, where the story unfolds supported by the performance of its three characters. Two very different departments located in opposite parts of Berlin, which Hedda visits to Petra and Zazie.",0.6,2012,uplifting,Drama,0.0,52.0,0.0
Numero 69,"Two friends enter an Emergency Room, seeking help after an incident. They will find themselves living a series of surreal experiences through the eccentric characters that populate the waiting room. But will they get the help they need?",0.6,2018,uplifting,"Comedy,Drama",1.0,38.0,0.0
日子,"Kang lives alone in a big house, Non in a small apartment in town. They meet, and then part, their days flowing on as before.",2.563,2021,dark,Drama,0.0,25.0,0.0
Ellie and Abbie (and Ellie's Dead Aunt),"School captain Ellie is seriously crushing on her rebellious classmate Abbie. Determined to ask her first love to the year 12 formal, Ellie devises a plan to go public with the invitation but before she can go through with it, her dead aunt Tara reappears from beyond the grave. Believing she's been brought back from the dead to be Ellie's fairy godmother, Tara dishes out unwanted dating advice based on her life as an out lesbian in the '80s.",3.698,2020,uplifting,"Comedy,Romance",0.0,79.0,0.0
his,"Two boys met and fell in love with each other in their high school days. Then 13 years have passed - The two live in different places. Nagisa has left for Australia after breaking up with Shun. Nagisa got married a woman and have a child, but they have difficulties to continue their marriage. He is still in love with Shun then he goes back to Japan with his little girl to see him. This is the purest love story of two men and how they can survive from the discrimination and prejudice.",1.707,2020,uplifting,"Drama,Romance",0.0,93.0,0.0
劇場版パタリロ！,"Patalliro du Malyner VIII is the crown prince of Malynera, a kingdom that produces diamonds. Despite being ugly and mischievous, he is loyal and fair. Many enemies of the throne, including Malynera's Prime Minister, plan to get rid of him and take control of the rich nation. Patalliro, however, has the protection of Jack Barbarosa Bancoran, his haughty and extremely handsome bodyguard, who will protect him even from the latter's own lover, the beautiful bishonen hitman Maraich Juschenfe and other assassins.",0.6,2019,uplifting,"Music,Adventure,Comedy,Romance",0.0,81.0,0.0
Cheer Squad Sleepovers 33,By day they cheer the team - by night they live their lesbian fantasies!,0.6,2020,uplifting,Romance,0.0,14.0,1.0
City of Trees,"A 20-something woman goes back to her hometown for the holidays for the first time in several years and is not only met with people from her past, but she's forced to deal with unresolved feelings too.",3.656,2019,calm,Romance,0.0,37.0,0.0
OCUPADO,"When a woman's new bathroom door installation goes haywire, she tries to save herself from a presence she is unable to identify.",0.6,2020,uplifting,Horror,0.0,22.0,0.0
Anything Once,Both Joey and Mike are faced with breaking boundaries that previously limited them. There's a first time for everything.,0.631,1998,intense,"Comedy,Drama",0.0,19.0,0.0
Atkūrimas,Using a faceless doll criminal reenacts a brutal crime. But surprisingly he is not the one being judged. There seems to be an odd one out in the investigative group. The film premiered in the Berlinale Short competition programme.,0.6,2020,dark,Drama,0.0,39.0,0.0
Sunday's Child,"Esi is a 25 year old, queer, biracial woman. Growing up in a conservative town in Missouri with immigrant parents, her sexuality and desire to be a photographer have become laced with shame and guilt. Six months after moving to LA, we find Esi isolated and disconnected from world around her. After another day of feeling invisible as a PA, Esi stumbles upon a vivid house party of QTPOC (queer and trans people of color). For the first time in her life, Esi is welcomed into a community where she can let down her walls, let go of societal and family pressures and begin to embrace her true self.",0.6,2021,uplifting,Drama,0.0,109.0,0.0
Shiva Baby,"College student Danielle must cover her tracks when she unexpectedly runs into her sugar daddy at a shiva - with her parents, ex-girlfriend and family friends also in attendance.",9.579,2021,uplifting,"Comedy,Drama",0.0,29.0,0.0
Swing,"A few weeks after Wei Long and Daniel have broken up,  Daniel asks Wei Long to meet him once more.",0.6,2010,intense,Drama,0.0,20.0,0.0
The Senator's Speech,Senator Bianca Breeze is in the hot seat her subjects are getting ready to vote and she needs to make an impact that will influence them to her side. Control at any cost is very important to her and her assistant Abby Cross knows this leeching off her boss' evident curiosity with her soft feminine body and her wet pussy.,0.6,2016,uplifting,Drama,0.0,60.0,0.0
Antes Que Seja Tarde,"A country singing duo, on the eve of a new homophobic president taking office, lock themselves in their hotel room and find out what they mean to each other.",0.67,2019,uplifting,Drama,0.0,29.0,0.0
